540 162   configurations maxatom
   H   -1.13936224E+00   -3.84289649E+00    4.26744697E-01
   H    4.27220175E-02   -4.01257862E+00   -9.02733262E-01
   O   -3.14712347E+00    5.69108045E-01    1.81481432E+00
   H   -3.06881210E+00   -2.63192077E-01    1.30589168E+00
   H   -3.28077914E+00    3.07253570E-01    2.71709027E+00
15    -22.246900    1750.5860    nw1_s1000_w32
   C    5.16982462E-01   -4.17678889E-01   -1.73061719E-01
   H   -5.05074363E-01   -3.49621681E-01   -5.67211542E-01
   H    5.48746168E-01    1.11778336E-01    7.87799994E-01
   H    1.16514729E+00    1.43493894E-01   -8.68236565E-01
   C    9.99865279E-01   -1.83732230E+00   -6.51811140E-02
   O    1.97455070E+00   -2.25839930E+00   -6.79650460E-01
   N    2.65440990E-01   -2.65344033E+00    7.83699659E-01
   H   -5.39270991E-01   -2.30819364E+00    1.29183398E+00
   C    6.10625436E-01   -4.07256820E+00    9.98471670E-01
   H   -2.17910305E-01   -4.72903577E+00    6.88558274E-01
   H    1.50873843E+00   -4.36483165E+00    3.99690623E-01
   H    8.46464939E-01   -4.26295945E+00    2.05752700E+00
   O    3.13871575E+00   -4.42071200E+00   -8.48594872E-01
   H    3.47491255E+00   -3.65076041E+00   -3.73623045E-01
   H    2.57241355E+00   -4.04596140E+00   -1.53439074E+00
15    -22.230800    1750.6021    nw1_s1000_w34
   C   -6.34892503E-01   -1.01975301E+00    1.20246760E+00
   H    7.99382752E-02   -7.08914161E-01    1.97510030E+00
   H   -5.11562978E-01   -3.57160635E-01    3.36254874E-01
   H   -1.64431185E+00   -8.31316294E-01    1.60724079E+00
   C   -4.97562071E-01   -2.47260036E+00    8.41089086E-01
   O   -1.40319657E+00   -3.28590281E+00    9.93564049E-01
   N    7.33271764E-01   -2.84234438E+00    3.17298611E-01
   H    1.48210545E+00   -2.17290392E+00    1.90562035E-01
   C    1.02721155E+00   -4.23139038E+00   -8.68647524E-02
   H    1.46614953E-01   -4.89799144E+00    8.84145960E-02
   H    1.27031370E+00   -4.28456168E+00   -1.15996034E+00
   H    1.86847314E+00   -4.63966511E+00    4.95419833E-01
   O   -1.68170823E+00   -5.69588516E+00    5.77393367E-01
   H   -1.57476352E+00   -5.29752289E+00    1.44989979E+00
   H   -2.08090328E+00   -4.99616272E+00    4.58955917E-02
15    -22.247700    1750.5852    nw1_s1000_w36
   C   -4.75750676E-01   -4.56708899E-01   -6.56866661E-01
   H   -8.54699969E-01   -1.42873232E-01    3.24200408E-01
   H    5.56087941E-01   -9.60760512E-02   -7.56064104E-01
   H   -1.07444709E+00    7.63092646E-02   -1.41565177E+00
   C   -5.91057432E-01   -1.94020059E+00   -8.71711201E-01
   O   -1.26367497E+00   -2.43315544E+00   -1.77141768E+00
   N    1.19714653E-01   -2.72858815E+00    2.23103911E-02
   H    6.75467790E-01   -2.32405545E+00    7.65579430E-01
   C    1.10044038E-01   -4.20278564E+00   -5.41826430E-02
   H   -2.98776813E-01   -4.64085881E+00    8.70168342E-01
   H   -5.26958110E-01   -4.55904711E+00   -9.01454214E-01
   H    1.12634428E+00   -4.59358068E+00   -2.21157345E-01
   O   -1.76842783E+00   -4.72001599E+00   -2.52964701E+00
   H   -2.38727961E+00   -4.14704102E+00   -2.06041970E+00
   H   -1.17889176E+00   -4.10694416E+00   -2.98576359E+00
15    -22.269600    1750.5633    nw1_s1000_w40
   C    1.04238339E+00    4.68301472E-01    3.81326536E-02
   H    1.38180440E+00    4.47925613E-01    1.08167061E+00
   H    1.83447254E+00    3.71652832E-02   -5.87418539E-01
   H    9.52743551E-01    1.53065236E+00   -2.47659114E-01
   C   -2.80609697E-01   -2.20188581E-01   -1.51255992E-01
   O   -1.28006084E+00    3.58512873E-01   -5.64905478E-01
   N   -3.02325266E-01   -1.56893426E+00    1.74986724E-01
   H    5.21164094E-01   -2.04866441E+00    5.16580943E-01
   C   -1.52442307E+00   -2.38666700E+00    4.46194303E-02
   H   -1.82613804E+00   -2.79944131E+00    1.02035668E+00
   H   -2.37994951E+00   -1.77624655E+00   -3.37516738E-01
   H   -1.36883430E+00   -3.21405153E+00   -6.65804385E-01
   O   -3.60807577E+00   -2.86369531E-01   -1.03810531E+00
   H   -2.93872484E+00   -1.09837092E-01   -1.71062279E+00
   H   -3.32676136E+00    2.42024268E-01   -2.81065560E-01
15    -35.827500    1737.0054    nw1_s1000_w50
   C    7.90823548E-01   -8.22966942E-01   -1.30113706E+00
   H   -8.44082065E-03   -1.42901535E-01   -9.86377468E-01
   H    1.72221535E+00   -5.10312322E-01   -8.12325310E-01
   H    9.41729088E-01   -6.53481758E-01   -2.39323717E+00
   C    4.74185205E-01   -2.26703735E+00   -1.05604898E+00
   O    5.11072447E-01   -3.12957564E+00   -1.93112608E+00
   N    1.21699058E-01   -2.59783156E+00    2.47385101E-01
   H    9.93702614E-02   -1.91183538E+00    9.90177082E-01
   C   -1.96857905E-01   -3.99039139E+00    6.21184718E-01
   H   -1.22172705E+00   -4.06247446E+00    1.02048083E+00
   H   -1.31099579E-01   -4.65352035E+00   -2.66544015E-01
   H    5.12773191E-01   -4.36734675E+00    1.37572107E+00
   O    1.05243621E+00   -1.76603211E+00   -4.22741899E+00
   H    2.40016371E-01   -1.93649735E+00   -4.68722747E+00
   H    1.15321647E+00   -2.49857498E+00   -3.58624858E+00
15    -22.261400    1750.5715    nw1_s1000_w60
   C   -9.52023775E-01   -1.53496312E+00   -7.46639204E-01
   H   -1.27741241E+00   -1.03908701E+00    1.76838019E-01
   H   -2.16507219E-01   -8.87703894E-01   -1.24127920E+00
   H   -1.83254516E+00   -1.58283309E+00   -1.41049038E+00
   C   -4.26704537E-01   -2.92215589E+00   -5.01819578E-01
   O   -9.37277908E-01   -3.92436038E+00   -9.91513365E-01
   N    6.86432882E-01   -3.00057455E+00    3.23284207E-01
   H    1.10945567E+00   -2.17490316E+00    7.28638955E-01
   C    1.32176534E+00   -4.28955268E+00    6.61052601E-01
   H    1.29440635E+00   -4.46751131E+00    1.74781442E+00
   H    7.90319782E-01   -5.14253393E+00    1.70595086E-01
   H    2.36785132E+00   -4.31339860E+00    3.16677849E-01
   O   -4.80013869E-01   -6.34170330E+00   -9.09403515E-01
   H   -3.01421447E-01   -5.77374750E+00   -1.66899149E+00
   H   -1.21019894E+00   -5.90433637E+00   -4.54445604E-01
15    -28.454400    1744.3785    nw1_s1000_w70
   C    3.76018672E-01    5.10369267E-01    1.20373941E-01
   H   -3.36338266E-01    5.27167676E-01    9.53885780E-01
   H    1.38522448E+00    3.97269459E-01    5.34099247E-01
   H    3.37409572E-01    1.51936169E+00   -3.50397226E-01
   C    4.67458274E-02   -5.30505266E-01   -9.07341692E-01
   O   -2.18817958E-01   -2.63132925E-01   -2.07685079E+00
   N    5.61874822E-02   -1.84701480E+00   -4.63560288E-01
   H    2.71583172E-01   -2.09232586E+00    4.93842932E-01
   C   -2.51653806E-01   -2.96293802E+00   -1.38043927E+00
   H   -1.13618372E+00   -3.52208067E+00   -1.03391293E+00
   H   -4.71257178E-01   -2.57803372E+00   -2.39814687E+00
   H    6.04382669E-01   -3.65296947E+00   -1.45899988E+00
   O   -1.13796039E-01    2.21121074E+00   -2.41206399E+00
   H   -9.31800845E-01    1.70135765E+00   -2.39430721E+00
   H    5.40118320E-01    1.59066993E+00   -2.75367840E+00
15    -9.692200    1763.1407    nw1_s100_w1
   C   -1.92546597E-01   -2.35327849E-02    5.03548935E-02
   H    6.50394268E-01   -4.21744948E-01    6.33336378E-01
   H    2.33143899E-01    6.81433723E-01   -6.78212765E-01
   H   -8.35582791E-01    5.48437711E-01    7.35948544E-01
   C   -8.92746238E-01   -1.14352225E+00   -6.68963207E-01
   O   -3.38355937E-01   -1.88458067E+00   -1.46806991E+00
   N   -2.24377564E+00   -1.29142398E+00   -3.64250624E-01
   H   -2.71735234E+00   -6.80203132E-01    3.00151747E-01
   C   -3.05243468E+00   -2.35028616E+00   -9.97767065E-01
   H   -2.42801385E+00   -2.94543855E+00   -1.69609542E+00
   H   -3.45999041E+00   -3.03849951E+00   -2.40178001E-01
   H   -3.88370092E+00   -1.91601735E+00   -1.57575897E+00
   O   -2.83613550E+00    8.78221202E-01    1.64895560E+00
   H   -2.95724815E+00    7.09242425E-01    2.57834018E+00
   H   -3.32061377E+00    1.66984359E+00    1.43546083E+00
18    -1.829400    1771.0035    nw2_s120_10
   C   -2.96033198E-02   -7.59633611E-02   -2.58869343E-01
   H    4.87309945E-01   -2.52583065E-01    6.97724449E-01
   H    7.10294514E-01    3.30590193E-01   -9.62801390E-01
   H   -7.84613416E-01    7.00761461E-01   -7.85023322E-02
   C   -6.46120786E-01   -1.35767630E+00   -7.51355977E-01
   O   -5.76735139E-01   -2.41735668E+00   -1.49462453E-01
   N   -1.24973020E+00   -1.27149653E+00   -2.00927417E+00
   H   -1.42243181E+00   -3.58260808E-01   -2.45967429E+00
   C   -2.01423340E+00   -2.41724053E+00   -2.54361393E+00
   H   -1.74622465E+00   -2.59005399E+00   -3.59771408E+00
   H   -1.78439210E+00   -3.33861901E+00   -1.97113763E+00
   H   -3.10135990E+00   -2.24591394E+00   -2.47694926E+00
   O   -7.06656886E-01    1.21838712E+00   -3.34284014E+00
   H   -3.02349900E-01    8.90099775E-01   -4.15432459E+00
   H    3.70580557E-02    1.47324026E+00   -2.78260846E+00
   O    1.35726674E+00   -3.78679359E-02   -3.26410018E+00
   H    9.75217925E-01   -8.92996338E-01   -3.03760209E+00
   H    2.28214688E+00   -1.77948024E-01   -3.44399657E+00
18    -36.117000    1736.7159    nw2_s120_12
   C   -3.26718279E-01    5.44751843E-01   -4.27825995E-01
   H    1.97685231E-01    4.78898219E-02    4.00056358E-01
   H    4.26222756E-01    1.08883081E+00   -1.01700265E+00
   H   -1.00480165E+00    1.29009774E+00    3.46341318E-02
   C   -1.12644334E+00   -4.41428358E-01   -1.22496992E+00
   O   -2.28781770E+00   -7.42233020E-01   -9.46005512E-01
   N   -4.74828955E-01   -1.02819970E+00   -2.29855861E+00
   H    4.58986377E-01   -7.29250674E-01   -2.58541751E+00
   C   -1.16450279E+00   -1.99960139E+00   -3.16967353E+00
   H   -5.96061559E-01   -2.94260638E+00   -3.21945363E+00
   H   -2.17306144E+00   -2.23146735E+00   -2.76902442E+00
   H   -1.29046197E+00   -1.60041112E+00   -4.18889354E+00
   O    1.86274301E+00    7.78833901E-01   -2.72628266E+00
   H    1.77126840E+00    1.44560185E+00   -3.40090546E+00
   H    2.79256776E+00    6.79338663E-01   -2.54595746E+00
   O   -3.25276595E+00    9.79801620E-01    5.89173963E-01
   H   -3.49622585E+00    9.27814114E-01   -3.39776142E-01
   H   -2.96569848E+00    8.14649318E-02    8.03481510E-01
18    -32.349600    1740.4833    nw2_s120_14
   C   -4.84827211E-01    4.10770281E-01   -6.53562452E-01
   H   -1.11522309E+00    1.07983595E+00   -4.89497790E-02
   H    3.06507308E-01    3.93186308E-02    1.45782582E-02
   H   -4.93102343E-03    1.01861965E+00   -1.43624759E+00
   C   -1.30235566E+00   -7.37854106E-01   -1.17208611E+00
   O   -1.90439596E+00   -1.51010853E+00   -4.27511491E-01
   N   -1.33898827E+00   -8.78242618E-01   -2.54895105E+00
   H   -8.36793972E-01   -2.32516284E-01   -3.16242093E+00
   C   -2.09927181E+00   -1.95717400E+00   -3.20780871E+00
   H   -1.43083788E+00   -2.60136396E+00   -3.80044197E+00
   H   -2.61057928E+00   -2.60811468E+00   -2.45733212E+00
   H   -2.87764438E+00   -1.54149702E+00   -3.86686701E+00
   O    3.51974133E-01    1.37247855E+00   -3.59350873E+00
   H    1.22180760E+00    1.23864141E+00   -3.95931338E+00
   H   -1.99847809E-02    2.14242409E+00   -4.01444987E+00
   O   -3.33757703E+00   -3.48584163E+00   -7.27104812E-01
   H   -2.41808657E+00   -3.49934675E+00   -4.31102843E-01
   H   -3.64424872E+00   -2.60080372E+00   -4.90605538E-01
18    -36.129200    1736.7037    nw2_s120_16
   C    2.30944541E-01   -4.66564660E-01   -1.55362173E-01
   H    8.88653397E-03   -2.18554299E-01    9.02181775E-01
   H    9.88492414E-01   -1.26410386E+00   -1.66208148E-01
   H    6.89532521E-01    4.30477809E-01   -5.93847047E-01
   C   -1.03821856E+00   -8.23596969E-01   -8.69022594E-01
   O   -2.13602469E+00   -3.63509339E-01   -5.52409164E-01
   N   -9.10831161E-01   -1.69536171E+00   -1.93921627E+00
   H   -1.97435336E-02   -2.14319136E+00   -2.16077083E+00
   C   -2.09151905E+00   -2.13628742E+00   -2.70712331E+00
   H   -2.27131670E+00   -3.21536755E+00   -2.57550883E+00
   H   -2.99928123E+00   -1.59691857E+00   -2.36572669E+00
   H   -1.95463947E+00   -1.92169513E+00   -3.77955379E+00
   O   -2.00797738E+00    5.96288295E-01    1.75316987E+00
   H   -2.44679185E+00   -2.39696230E-01    1.57009696E+00
   H   -2.05000040E+00    1.06880030E+00    9.10351234E-01
   O    1.78863766E+00   -2.89285171E+00   -1.50342417E+00
   H    1.81684632E+00   -3.73882599E+00   -1.06566655E+00
   H    2.62428929E+00   -2.76989305E+00   -1.94346574E+00
18    -32.349400    1740.4835    nw2_s120_18
   C    5.71103154E-01   -6.64210159E-01    7.83578721E-01
   H    1.23122808E+00   -1.32911729E+00    1.36041396E+00
   H    1.20656693E+00   -3.90151323E-02    1.37289486E-01
   H    8.06042013E-02   -2.13523163E-03    1.51273800E+00
   C   -4.58988999E-01   -1.47293540E+00    4.77571810E-02
   O   -1.24664584E+00   -2.22188118E+00    6.23862857E-01
   N   -4.70476336E-01   -1.32509036E+00   -1.32876715E+00
   H    1.86973086E-01   -7.00830381E-01   -1.80158770E+00
   C   -1.42340866E+00   -2.05275465E+00   -2.18820461E+00
   H   -8.90838115E-01   -2.70122625E+00   -2.90154169E+00
   H   -2.09696208E+00   -2.70644971E+00   -1.58208319E+00
   H   -2.06224053E+00   -1.35041189E+00   -2.74642087E+00
   O    1.72230775E+00    6.43094665E-01   -1.90620609E+00
   H    2.55438658E+00    3.88542989E-01   -2.29504911E+00
   H    1.55103619E+00    1.54508590E+00   -2.16199552E+00
   O   -3.06930037E+00   -3.72386083E+00   -6.15045632E-02
   H   -2.18830482E+00   -4.00276212E+00    2.20177013E-01
   H   -3.18119801E+00   -2.85760877E+00    3.51240746E-01
18    -56.530600    1716.3023    nw2_s120_2
   C   -3.79513772E-01    1.33580465E-01    1.63224866E-01
   H   -5.27443446E-01    1.30126263E-01    1.26906950E+00
   H    6.82766795E-01    3.61981460E-01    4.14257856E-03
   H   -9.72832558E-01    9.69503567E-01   -2.25506587E-01
   C   -7.73243911E-01   -1.19197062E+00   -4.11348186E-01
   O   -1.11165644E+00   -2.15212384E+00    2.89877690E-01
   N   -7.37545405E-01   -1.29018492E+00   -1.79040094E+00
   H   -4.57663855E-01   -5.05760763E-01   -2.36883908E+00
   C   -1.08952648E+00   -2.53103745E+00   -2.50812789E+00
   H   -2.37704236E-01   -2.89205304E+00   -3.10688750E+00
   H   -1.36580321E+00   -3.34818198E+00   -1.79764838E+00
   H   -1.95377711E+00   -2.36747187E+00   -3.17204328E+00
   O   -1.81402333E+00   -4.47840306E+00   -1.49946479E-01
   H   -9.47919223E-01   -4.22284731E+00    1.87456278E-01
   H   -2.39190245E+00   -3.74303297E+00    8.43185178E-02
   O   -9.13921894E-01   -1.16543611E+00    2.89866784E+00
   H   -9.16213157E-01   -1.79508258E+00    2.15380306E+00
   H   -1.69795489E+00   -1.33804288E+00    3.40212879E+00
18    -36.530800    1736.3021    nw2_s120_21
   C    5.19420241E-01    4.66647123E-01    8.07845481E-01
   H    2.07924697E-01    4.26005067E-01    1.87108194E+00
   H    1.60551996E+00    3.00760670E-01    7.97549518E-01
   H    3.37146669E-01    1.48661057E+00    4.38348183E-01
   C   -1.92485587E-01   -5.99689233E-01    3.08734482E-02
   O   -5.38573900E-01   -1.67191067E+00    5.28826668E-01
   N   -4.38530444E-01   -3.20047409E-01   -1.30374849E+00
   H   -1.92748650E-01    5.81008716E-01   -1.71726956E+00
   C   -1.11957841E+00   -1.29655951E+00   -2.17563729E+00
